DataplexDataAttributeBinding	dataplex.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataplexdataattributebindings.dataplex.cnrm.cloud.google.com.yaml
DataplexDataScan	dataplex.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataplexdatascans.dataplex.cnrm.cloud.google.com.yaml
DataplexDataTaxonomy	dataplex.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataplexdatataxonomies.dataplex.cnrm.cloud.google.com.yaml
DataplexEntryGroup	dataplex.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataplexentrygroups.dataplex.cnrm.cloud.google.com.yaml
DataplexEntryType	dataplex.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataplexentrytypes.dataplex.cnrm.cloud.google.com.yaml
DataplexGlossary	dataplex.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataplexglossaries.dataplex.cnrm.cloud.google.com.yaml
DataplexLake	dataplex.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataplexlakes.dataplex.cnrm.cloud.google.com.yaml
DataplexMetadataJob	dataplex.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataplexmetadatajobs.dataplex.cnrm.cloud.google.com.yaml
DataplexTask	dataplex.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataplextasks.dataplex.cnrm.cloud.google.com.yaml
DataplexZone	dataplex.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataplexzones.dataplex.cnrm.cloud.google.com.yaml
DataprocBatch	dataproc.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataprocbatches.dataproc.cnrm.cloud.google.com.yaml
DataprocJob	dataproc.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataprocjobs.dataproc.cnrm.cloud.google.com.yaml
DataprocNodeGroup	dataproc.cnrm.cloud.google.com	v1alpha1	absent-from-static-config	apiextensions.k8s.io_v1_customresourcedefinition_dataprocnodegroups.dataproc.cnrm.cloud.google.com.yaml
DataprocSession	dataproc.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataprocsessions.dataproc.cnrm.cloud.google.com.yaml
DataprocSessionTemplate	dataproc.cnrm.cloud.google.com	v1alpha1	direct-only	apiextensions.k8s.io_v1_customresourcedefinition_dataprocsessiontemplates.dataproc.cnrm.cloud.google.com.yaml
